SourceFile,species1,Human.Presence,contact,species2,species3,Sp
109_HH_1_6_18_T/100_BTCF/IMG_0351.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0352.JPG,Human,,,,,
109_HH_1_6_18_T/100_BTCF/IMG_0353.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0776.JPG,Human,,1.0,,,
109_HH_1_6_18_T/100_BTCF/IMG_0777.JPG,Human,,,,,
109_HH_1_6_18_T/100_BTCF/IMG_0778.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0779.JPG,Human,,2.0,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0786.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0787.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0788.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0789.JPG,Human,,,Dog,,
109_HH_1_6_18_T/100_BTCF/IMG_0790.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0231.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0232.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0233.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0234.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0241.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0242.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0243.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0244.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0245.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0246.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0247.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0248.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0249.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0250.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0251.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0252.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0253.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0254.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0261.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0271.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0272.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0281.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0282.JPG,Human,,,Dog,Human,
111_HH_17_5_18_T/100RECNX/IMG_0283.JPG,Human,,,Dog,Human,
111_HH_17_5_18_T/100RECNX/IMG_0284.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0285.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0286.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0287.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0288.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0289.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0290.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0291.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0292.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0293.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0294.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0295.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0296.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0297.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0298.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0299.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0300.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0301.JPG,Human,,,,Human,
111_HH_17_5_18_T/100RECNX/IMG_0311.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0312.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0313.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0314.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0315.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0316.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0317.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0318.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0319.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0320.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0321.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0322.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0323.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0324.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0325.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0326.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0327.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0328.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0329.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0330.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0331.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0332.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0333.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0334.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0335.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0336.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0337.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0338.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0339.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0340.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0341.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0342.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0343.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0351.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0352.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0353.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0354.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0355.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0360.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0361.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0362.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0363.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0364.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0371.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0372.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0373.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0380.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0381.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0382.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0383.JPG,Human,,1.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0384.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0385.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0386.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0387.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0388.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0391.JPG,Human,,2.0,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_0392.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0411.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0412.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0413.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0414.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0416.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0421.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0422.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0423.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0424.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0425.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0426.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0427.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0428.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0429.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0430.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0431.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0441.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0442.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0443.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0444.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0445.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0446.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0447.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0448.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0449.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0450.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0451.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0452.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0601.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0602.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0611.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0612.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0613.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0614.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0615.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0616.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0617.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0618.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0619.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0620.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0661.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0662.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0663.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0664.JPG,Human,,,Dog,Human,
111_HH_17_5_18_T/100RECNX/IMG_0665.JPG,Human,,,Dog,,
111_HH_17_5_18_T/100RECNX/IMG_0667.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0668.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0669.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0670.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0671.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0681.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0731.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0741.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0742.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0751.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0761.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0771.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0772.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0773.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0774.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0775.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0776.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0777.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0778.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0779.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0780.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0781.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0782.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0783.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0784.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0785.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0791.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0798.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0799.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0800.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0801.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0811.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0812.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0813.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0814.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0815.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0816.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0817.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0819.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0820.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0821.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0822.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0823.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0824.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0826.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0827.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0828.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0829.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0830.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0831.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0841.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0842.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0843.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0861.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0862.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0863.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0864.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0865.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0866.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0867.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0868.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0869.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0870.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0871.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0872.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0879.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0880.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0891.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0892.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0901.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0911.JPG,Human,,2.0,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0931.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0932.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0933.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0934.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0935.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0936.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0937.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0938.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0939.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0940.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0941.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0942.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0943.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0944.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0945.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0946.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0947.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0948.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0949.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0950.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0951.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0952.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0953.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0961.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0962.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0963.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0964.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0965.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0966.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0967.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0968.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0969.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0971.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0972.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0973.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0974.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0975.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0976.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_0978.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0979.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0980.JPG,Human,,,Human,,
111_HH_17_5_18_T/100RECNX/IMG_0981.JPG,Human,1.0,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_0991.JPG,Human,1.0,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_1235.JPG,Human,,1.0,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_1236.JPG,Human,,,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_1237.JPG,Human,,,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_1238.JPG,Human,,,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_1239.JPG,Human,,,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_1240.JPG,Human,,,Dog,Dog,
111_HH_17_5_18_T/100RECNX/IMG_1261.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_1262.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1265.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_1266.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1267.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1268.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1281.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_1282.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1284.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_1285.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1311.JPG,Human,,1.0,,,
111_HH_17_5_18_T/100RECNX/IMG_1312.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1313.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1316.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1317.JPG,Human,,,,,
111_HH_17_5_18_T/100RECNX/IMG_1318.JPG,Human,,,,,
111_HH_17_5_18_T/101RECNX/IMG_0041.JPG,Human,,2.0,Dog,,
111_HH_17_5_18_T/101RECNX/IMG_0051.JPG,Human,,1.0,,,
111_HH_17_5_18_T/101RECNX/IMG_0052.JPG,Human,,,,,
111_HH_17_5_18_T/101RECNX/IMG_0061.JPG,Human,,1.0,,,
